QID,PID,QueryCommand,QueryType,QueryValue,Filter1_operator,Filter1,Filter2_operator,Filter2,Filter3_operator,Filter3,Filter4_operator,Filter4,Filter5_operator,Filter5,CreateTime,UpdateTime
124,869,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總數,檢驗數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
123,868,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")
    Return result
  End Function
End Class",欄位間計算,,,"氧化,銅面異色(小灰點),藥液殘留,銅面沾附異物(非綠漆異物),水紋,綠漆汙染變色,板面破損,板面汙染,板面刮傷",,var1+var2+var3+var4+var5+var6+var7+var8+var9,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
122,1333,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
121,1332,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"銅面污染,防焊白霧",,var1+var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
120,351,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PB1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB13 (dm2)','SAP ?玲縩(SAP pattern plating area) SOLD (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PB1 (dm2),SAP 電鍍面積(SAP pattern plating area) PB2 (dm2),SAP 電鍍面積(SAP pattern plating area) PB3 (dm2),SAP 電鍍面積(SAP pattern plating area) PB4 (dm2),SAP 電鍍面積(SAP pattern plating area) PB5 (dm2),SAP 電鍍面積(SAP pattern plating area) PB6 (dm2),SAP 電鍍面積(SAP pattern plating area) PB7 (dm2),SAP 電鍍面積(SAP pattern plating area) PB8 (dm2),SAP 電鍍面積(SAP pattern plating area) PB9 (dm2),SAP 電鍍面積(SAP pattern plating area) PB10 (dm2),SAP 電鍍面積(SAP pattern plating area) PB11 (dm2),SAP 電鍍面積(SAP pattern plating area) PB12 (dm2),SAP 電鍍面積(SAP pattern plating area) PB13 (dm2),SAP ?玲縩(SAP pattern plating area) SOLD (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
119,350,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PF1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF13 (dm2)','SAP 電鍍面積(SAP pattern plating area) COMP (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PF1 (dm2),SAP 電鍍面積(SAP pattern plating area) PF2 (dm2),SAP 電鍍面積(SAP pattern plating area) PF3 (dm2),SAP 電鍍面積(SAP pattern plating area) PF4 (dm2),SAP 電鍍面積(SAP pattern plating area) PF5 (dm2),SAP 電鍍面積(SAP pattern plating area) PF6 (dm2),SAP 電鍍面積(SAP pattern plating area) PF7 (dm2),SAP 電鍍面積(SAP pattern plating area) PF8 (dm2),SAP 電鍍面積(SAP pattern plating area) PF9 (dm2),SAP 電鍍面積(SAP pattern plating area) PF10 (dm2),SAP 電鍍面積(SAP pattern plating area) PF11 (dm2),SAP 電鍍面積(SAP pattern plating area) PF12 (dm2),SAP 電鍍面積(SAP pattern plating area) PF13 (dm2),SAP 電鍍面積(SAP pattern plating area) COMP (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
118,338,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PB1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB13 (dm2)','SAP 電鍍面積(SAP pattern plating area) SOLD (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PB1 (dm2),SAP 電鍍面積(SAP pattern plating area) PB2 (dm2),SAP 電鍍面積(SAP pattern plating area) PB3 (dm2),SAP 電鍍面積(SAP pattern plating area) PB4 (dm2),SAP 電鍍面積(SAP pattern plating area) PB5 (dm2),SAP 電鍍面積(SAP pattern plating area) PB6 (dm2),SAP 電鍍面積(SAP pattern plating area) PB7 (dm2),SAP 電鍍面積(SAP pattern plating area) PB8 (dm2),SAP 電鍍面積(SAP pattern plating area) PB9 (dm2),SAP 電鍍面積(SAP pattern plating area) PB10 (dm2),SAP 電鍍面積(SAP pattern plating area) PB11 (dm2),SAP 電鍍面積(SAP pattern plating area) PB12 (dm2),SAP 電鍍面積(SAP pattern plating area) PB13 (dm2),SAP 電鍍面積(SAP pattern plating area) SOLD (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
117,337,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PF1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF13 (dm2)','SAP 電鍍面積(SAP pattern plating area) COMP (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PF1 (dm2),SAP 電鍍面積(SAP pattern plating area) PF2 (dm2),SAP 電鍍面積(SAP pattern plating area) PF3 (dm2),SAP 電鍍面積(SAP pattern plating area) PF4 (dm2),SAP 電鍍面積(SAP pattern plating area) PF5 (dm2),SAP 電鍍面積(SAP pattern plating area) PF6 (dm2),SAP 電鍍面積(SAP pattern plating area) PF7 (dm2),SAP 電鍍面積(SAP pattern plating area) PF8 (dm2),SAP 電鍍面積(SAP pattern plating area) PF9 (dm2),SAP 電鍍面積(SAP pattern plating area) PF10 (dm2),SAP 電鍍面積(SAP pattern plating area) PF11 (dm2),SAP 電鍍面積(SAP pattern plating area) PF12 (dm2),SAP 電鍍面積(SAP pattern plating area) PF13 (dm2),SAP 電鍍面積(SAP pattern plating area) COMP (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
116,327,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PB1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB13 (dm2)','SAP 電鍍面積(SAP pattern plating area) SOLD (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PB1 (dm2),SAP 電鍍面積(SAP pattern plating area) PB2 (dm2),SAP 電鍍面積(SAP pattern plating area) PB3 (dm2),SAP 電鍍面積(SAP pattern plating area) PB4 (dm2),SAP 電鍍面積(SAP pattern plating area) PB5 (dm2),SAP 電鍍面積(SAP pattern plating area) PB6 (dm2),SAP 電鍍面積(SAP pattern plating area) PB7 (dm2),SAP 電鍍面積(SAP pattern plating area) PB8 (dm2),SAP 電鍍面積(SAP pattern plating area) PB9 (dm2),SAP 電鍍面積(SAP pattern plating area) PB10 (dm2),SAP 電鍍面積(SAP pattern plating area) PB11 (dm2),SAP 電鍍面積(SAP pattern plating area) PB12 (dm2),SAP 電鍍面積(SAP pattern plating area) PB13 (dm2),SAP 電鍍面積(SAP pattern plating area) SOLD (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
115,326,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PF1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF13 (dm2)','SAP 電鍍面積(SAP pattern plating area) COMP (dm2)')",OP參數,OP參數,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PF1 (dm2),SAP 電鍍面積(SAP pattern plating area) PF2 (dm2),SAP 電鍍面積(SAP pattern plating area) PF3 (dm2),SAP 電鍍面積(SAP pattern plating area) PF4 (dm2),SAP 電鍍面積(SAP pattern plating area) PF5 (dm2),SAP 電鍍面積(SAP pattern plating area) PF6 (dm2),SAP 電鍍面積(SAP pattern plating area) PF7 (dm2),SAP 電鍍面積(SAP pattern plating area) PF8 (dm2),SAP 電鍍面積(SAP pattern plating area) PF9 (dm2),SAP 電鍍面積(SAP pattern plating area) PF10 (dm2),SAP 電鍍面積(SAP pattern plating area) PF11 (dm2),SAP 電鍍面積(SAP pattern plating area) PF12 (dm2),SAP 電鍍面積(SAP pattern plating area) PF13 (dm2),SAP 電鍍面積(SAP pattern plating area) COMP (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
114,316,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PB1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PB13 (dm2)','SAP 電鍍面積(SAP pattern plating area) SOLD (dm2)','SAP 電鍍面積(SAP pattern plating area) L5 (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PB1 (dm2),SAP 電鍍面積(SAP pattern plating area) PB2 (dm2),SAP 電鍍面積(SAP pattern plating area) PB3 (dm2),SAP 電鍍面積(SAP pattern plating area) PB4 (dm2),SAP 電鍍面積(SAP pattern plating area) PB5 (dm2),SAP 電鍍面積(SAP pattern plating area) PB6 (dm2),SAP 電鍍面積(SAP pattern plating area) PB7 (dm2),SAP 電鍍面積(SAP pattern plating area) PB8 (dm2),SAP 電鍍面積(SAP pattern plating area) PB9 (dm2),SAP 電鍍面積(SAP pattern plating area) PB10 (dm2),SAP 電鍍面積(SAP pattern plating area) PB11 (dm2),SAP 電鍍面積(SAP pattern plating area) PB12 (dm2),SAP 電鍍面積(SAP pattern plating area) PB13 (dm2),SAP 電鍍面積(SAP pattern plating area) SOLD (dm2),SAP 電鍍面積(SAP pattern plating area) L5 (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
113,315,"SELECT TOP 1 [PARAMETER_VALUE]
FROM [utchfacmrpt].[report].[dbo].[view_OPParam] WITH (NOLOCK)
WHERE [LayerName] = 'VarLayer'
AND [PartNum] = 'VarPart'
AND [Revision] = 'VarRev'
AND [ProcName] = 'PTH1FCU1'
AND [PARAMETER_DESC] IN ('SAP 電鍍面積(SAP pattern plating area) PF1 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF2 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF3 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF4 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF5 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF6 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF7 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF8 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF9 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF10 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF11 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF12 (dm2)','SAP 電鍍面積(SAP pattern plating area) PF13 (dm2)','SAP 電鍍面積(SAP pattern plating area) COMP (dm2)','SAP 電鍍面積(SAP pattern plating area) L2 (dm2)')",OP參數,參數中值,=,PTH1FCU1,IN,"SAP 電鍍面積(SAP pattern plating area) PF1 (dm2),SAP 電鍍面積(SAP pattern plating area) PF2 (dm2),SAP 電鍍面積(SAP pattern plating area) PF3 (dm2),SAP 電鍍面積(SAP pattern plating area) PF4 (dm2),SAP 電鍍面積(SAP pattern plating area) PF5 (dm2),SAP 電鍍面積(SAP pattern plating area) PF6 (dm2),SAP 電鍍面積(SAP pattern plating area) PF7 (dm2),SAP 電鍍面積(SAP pattern plating area) PF8 (dm2),SAP 電鍍面積(SAP pattern plating area) PF9 (dm2),SAP 電鍍面積(SAP pattern plating area) PF10 (dm2),SAP 電鍍面積(SAP pattern plating area) PF11 (dm2),SAP 電鍍面積(SAP pattern plating area) PF12 (dm2),SAP 電鍍面積(SAP pattern plating area) PF13 (dm2),SAP 電鍍面積(SAP pattern plating area) COMP (dm2),SAP 電鍍面積(SAP pattern plating area) L2 (dm2)",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
112,525,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
111,511,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
110,497,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
109,299,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2""))/2
    Return result
  End Function
End Class",欄位間計算,,,"拉力_Point 1,拉力_Point 2",,(var1+var2)/2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
108,294,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MIN(CDbl(""var1""),MATH.MIN(CDbl(""var2""),MATH.MIN(CDbl(""var3""),MATH.MIN(CDbl(""var4""),MATH.MIN(CDbl(""var5""),MATH.MIN(CDbl(""var6""),MATH.MIN(CDbl(""var7""),MATH.MIN(CDbl(""var8""),CDbl(""var9"")))))))))
    Return result
  End Function
End Class",欄位間計算,,,"Ra_Point 1,Ra_Point 2,Ra_Point 3,Ra_Point 4,Ra_Point 5,Ra_Point 6,Ra_Point 7,Ra_Point 8,Ra_Point 9",,"Math.Min(var1,Math.Min(var2,Math.Min(var3,Math.Min(var4,Math.Min(var5,Math.Min(var6,Math.Min(var7,Math.Min(var8,var9))))))))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
107,293,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = MATH.MAX(CDbl(""var1""),MATH.MAX(CDbl(""var2""),MATH.MAX(CDbl(""var3""),MATH.MAX(CDbl(""var4""),MATH.MAX(CDbl(""var5""),MATH.MAX(CDbl(""var6""),MATH.MAX(CDbl(""var7""),MATH.MAX(CDbl(""var8""),CDbl(""var9"")))))))))
    Return result
  End Function
End Class",欄位間計算,,,"Ra_Point 1,Ra_Point 2,Ra_Point 3,Ra_Point 4,Ra_Point 5,Ra_Point 6,Ra_Point 7,Ra_Point 8,Ra_Point 9",,"Math.Max(var1,Math.Max(var2,Math.Max(var3,Math.Max(var4,Math.Max(var5,Math.Max(var6,Math.Max(var7,Math.Max(var8,var9))))))))",,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
106,292,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = (CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9""))/9
    Return result
  End Function
End Class",欄位間計算,,,"Ra_Point 1,Ra_Point 2,Ra_Point 3,Ra_Point 4,Ra_Point 5,Ra_Point 6,Ra_Point 7,Ra_Point 8,Ra_Point 9",,(var1+var2+var3+var4+var5+var6+var7+var8+var9)/9,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
105,278,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var2"")/CDbl(""var1"")
    Return result
  End Function
End Class",欄位間計算,,,"入料片數,缺點總和",,var2/var1,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
104,277,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")+CDbl(""var2"")+CDbl(""var3"")+CDbl(""var4"")+CDbl(""var5"")+CDbl(""var6"")+CDbl(""var7"")+CDbl(""var8"")+CDbl(""var9"")+CDbl(""var10"")+CDbl(""var11"")+CDbl(""var12"")+CDbl(""var13"")+CDbl(""var14"")+CDbl(""var15"")
    Return result
  End Function
End Class",欄位間計算,,,"板面刮傷,ABF破洞,銅顆粒,板面污染,氧化異色,孔底變色,黑孔,板面破損,環形靶異常,Bump/光學點/SMT 異常,孔底,板面異色,板面凹陷,板面異物,上鍍不良",,var1+var2+var3+var4+var5+var6+var7+var8+var9+var10+var11+var12+var13+var14+var15,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
103,257,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,檢驗顆數",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
102,140,"Imports System
  Public Class Calculator
    Public Function Calculate() as String
    Dim result As String = """"
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"缺點總和,Panel_PCS",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
101,1126,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"綠漆刮傷,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
100,1125,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"綠漆凹陷,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
99,1123,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"異物,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
98,1121,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"錫污,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
97,1119,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"板彎翹,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
96,1117,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"錫皺,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
95,1086,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"板邊崩缺,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
94,697,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"OSP氧化變色,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
93,695,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"OSP測針小黑點,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
92,693,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"崩塌變形(出),檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
91,691,"Imports System
  Public Class Calculator
    Public Function Calculate() as Double
    Dim result As Double = 0
    result = CDbl(""var1"")/CDbl(""var2"")
    Return result
  End Function
End Class",欄位間計算,,,"崩塌變形(入) 50 PCS,檢驗量",,var1/var2,,,,,,,2024-06-19 17:12:49.310,2024-06-19 17:12:49.310
