Pkey,PID,AreaID,CID,Lotnum,ProcName,LayerName,ParameterName,ParameterVaules,SystemTime,UploadTime,Count,Face
4858,219,51,197,23CM3039-02-00,ABF2MPO1,-L2L9,檢驗片數,4,2024-01-12 16:02:05.203,NULL,0,2
4859,219,51,198,23CM3039-02-00,ABF2MPO1,-L2L9,檢驗板編,14.28.34.43,2024-01-12 16:02:05.203,2024-01-12 20:51:23.000,0,1
4860,219,51,198,23CM3039-02-00,ABF2MPO1,-L2L9,檢驗板編,14.28.34.43,2024-01-12 16:02:05.203,2024-01-12 20:51:28.000,0,2
4861,219,51,199,23CM3039-02-00,ABF2MPO1,-L2L9,片檢驗顆數,64,2024-01-12 16:02:05.203,2024-01-12 21:05:17.000,0,1
4862,219,51,199,23CM3039-02-00,ABF2MPO1,-L2L9,片檢驗顆數,64,2024-01-12 16:02:05.203,2024-01-12 21:05:18.000,0,2
4863,219,51,200,23CM3039-02-00,ABF2MPO1,-L2L9,板面破損,0,2024-01-12 16:02:05.203,2024-01-12 21:09:00.000,0,1
4864,219,51,200,23CM3039-02-00,ABF2MPO1,-L2L9,板面破損,0,2024-01-12 16:02:05.203,2024-01-12 21:09:01.000,0,2
4865,219,51,201,23CM3039-02-00,ABF2MPO1,-L2L9,板面刮傷,0,2024-01-12 16:02:05.203,2024-01-12 21:09:01.000,0,1
4866,219,51,201,23CM3039-02-00,ABF2MPO1,-L2L9,板面刮傷,0,2024-01-12 16:02:05.203,2024-01-12 21:09:01.000,0,2
4867,219,51,202,23CM3039-02-00,ABF2MPO1,-L2L9,手紋印,0,2024-01-12 16:02:05.203,2024-01-12 21:09:02.000,0,1
4868,219,51,202,23CM3039-02-00,ABF2MPO1,-L2L9,手紋印,0,2024-01-12 16:02:05.203,2024-01-12 21:09:02.000,0,2
4869,219,51,203,23CM3039-02-00,ABF2MPO1,-L2L9,板面污染,0,2024-01-12 16:02:05.203,2024-01-12 21:09:03.000,0,1
4870,219,51,203,23CM3039-02-00,ABF2MPO1,-L2L9,板面污染,0,2024-01-12 16:02:05.203,2024-01-12 21:09:02.000,0,2
4871,219,51,204,23CM3039-02-00,ABF2MPO1,-L2L9,其他主缺,0,2024-01-12 16:02:05.203,2024-01-12 21:09:03.000,0,1
4872,219,51,204,23CM3039-02-00,ABF2MPO1,-L2L9,其他主缺,0,2024-01-12 16:02:05.203,2024-01-12 21:09:04.000,0,2
4873,219,51,205,23CM3039-02-00,ABF2MPO1,-L2L9,其他次缺,0,2024-01-12 16:02:05.203,2024-01-12 21:09:12.000,0,1
4874,219,51,205,23CM3039-02-00,ABF2MPO1,-L2L9,其他次缺,0,2024-01-12 16:02:05.203,2024-01-12 21:09:09.000,0,2
4875,219,51,206,23CM3039-02-00,ABF2MPO1,-L2L9,缺點總和,0,2024-01-12 16:02:05.203,2024-01-12 21:09:12.000,0,1
4876,219,51,206,23CM3039-02-00,ABF2MPO1,-L2L9,缺點總和,0,2024-01-12 16:02:05.203,2024-01-12 21:09:09.000,0,2
4877,219,51,207,23CM3039-02-00,ABF2MPO1,-L2L9,缺點率,0,2024-01-12 16:02:05.203,2024-01-12 21:09:12.000,0,1
4878,219,51,207,23CM3039-02-00,ABF2MPO1,-L2L9,缺點率,0,2024-01-12 16:02:05.203,2024-01-12 21:09:09.000,0,2
4879,219,51,208,23CM3039-02-00,ABF2MPO1,-L2L9,判定結果,OK,2024-01-12 16:02:05.203,2024-01-12 21:09:17.000,0,1
4880,219,51,208,23CM3039-02-00,ABF2MPO1,-L2L9,判定結果,OK,2024-01-12 16:02:05.203,2024-01-12 21:09:20.000,0,2
4887,221,1,2,24153025-03-00,WPR2WPR1,-L10L11,咬蝕量,5.19,2024-01-12 16:04:29.383,2024-01-13 06:12:47.000,0,1
4888,221,1,3,24153025-03-00,WPR2WPR1,-L10L11,咬蝕量規格,4.3 / 5.3 / 3.3,2024-01-12 16:04:29.383,2024-01-17 10:54:27.933,0,1
4889,221,1,4,24153025-03-00,WPR2WPR1,-L10L11,最大銅厚,5.55,2024-01-12 16:04:29.383,2024-01-12 16:04:30.437,0,1
4890,221,1,5,24153025-03-00,WPR2WPR1,-L10L11,最小銅厚,5.04,2024-01-12 16:04:29.383,2024-01-12 16:04:30.923,0,1
4891,221,1,6,24153025-03-00,WPR2WPR1,-L10L11,平均銅厚,5.235,2024-01-12 16:04:29.383,2024-01-12 16:04:31.413,0,1
4892,221,1,7,24153025-03-00,WPR2WPR1,-L10L11,銅厚規格,12,2024-01-12 16:04:29.383,2024-01-23 12:02:53.000,0,1
4893,221,1,8,24153025-03-00,WPR2WPR1,-L10L11,線速,2.5,2024-01-12 16:04:29.383,2024-01-23 12:03:07.000,0,1
4894,221,1,9,24153025-03-00,WPR2WPR1,-L10L11,板邊編號(抽兩片),1,2024-01-12 16:04:29.383,2024-01-23 12:03:09.000,0,1
4895,222,1,2,24183012-01-00,WPR2WPR1,-L10L11,咬蝕量,5.19,2024-01-12 16:04:29.383,2024-01-13 06:12:46.000,0,1
4896,222,1,3,24183012-01-00,WPR2WPR1,-L10L11,咬蝕量規格,4.3 / 5.3 / 3.3,2024-01-12 16:04:29.383,2024-01-17 10:54:28.183,0,1
4897,222,1,4,24183012-01-00,WPR2WPR1,-L10L11,最大銅厚,5.46,2024-01-12 16:04:29.383,2024-01-12 16:04:32.063,0,1
4898,222,1,5,24183012-01-00,WPR2WPR1,-L10L11,最小銅厚,4.86,2024-01-12 16:04:29.383,2024-01-12 16:04:32.550,0,1
4899,222,1,6,24183012-01-00,WPR2WPR1,-L10L11,平均銅厚,5.138,2024-01-12 16:04:29.383,2024-01-12 16:04:33.040,0,1
4900,222,1,7,24183012-01-00,WPR2WPR1,-L10L11,銅厚規格,12,2024-01-12 16:04:29.383,2024-01-23 12:02:52.000,0,1
4901,222,1,8,24183012-01-00,WPR2WPR1,-L10L11,線速,2.5,2024-01-12 16:04:29.383,2024-01-23 12:03:06.000,0,1
4902,222,1,9,24183012-01-00,WPR2WPR1,-L10L11,板邊編號(抽兩片),1,2024-01-12 16:04:29.383,2024-01-23 12:03:09.000,0,1
4903,223,1,2,241C3010-01-00,WPR1WPR1,-L8L9,咬蝕量,5.199,2024-01-12 16:04:29.383,2024-01-17 10:39:20.867,0,1
4904,223,1,3,241C3010-01-00,WPR1WPR1,-L8L9,咬蝕量規格,4.3 / 5.3 / 3.3,2024-01-12 16:04:29.383,2024-01-17 10:54:28.223,0,1
4905,223,1,4,241C3010-01-00,WPR1WPR1,-L8L9,最大銅厚,5.86,2024-01-12 16:04:29.383,2024-01-12 17:30:45.750,0,1
4906,223,1,5,241C3010-01-00,WPR1WPR1,-L8L9,最小銅厚,5.21,2024-01-12 16:04:29.383,2024-01-12 17:30:45.943,0,1
4907,223,1,6,241C3010-01-00,WPR1WPR1,-L8L9,平均銅厚,5.529,2024-01-12 16:04:29.383,2024-01-12 17:30:46.247,0,1
4908,223,1,7,241C3010-01-00,WPR1WPR1,-L8L9,銅厚規格,12,2024-01-12 16:04:29.383,2024-01-12 16:04:34.673,0,1
4909,223,1,8,241C3010-01-00,WPR1WPR1,-L8L9,線速,2.5,2024-01-12 16:04:29.383,2024-01-23 12:03:07.000,0,1
4910,223,1,9,241C3010-01-00,WPR1WPR1,-L8L9,板邊編號(抽兩片),1,2024-01-12 16:04:29.383,2024-01-23 12:03:10.000,0,1
4911,224,51,197,23CT3026-01-00,ABF2MPO1,-L2L7,檢驗片數,1,2024-01-12 16:07:07.547,2024-01-12 20:43:14.000,0,1
4912,224,51,197,23CT3026-01-00,ABF2MPO1,-L2L7,檢驗片數,1,2024-01-12 16:07:07.547,2024-01-12 20:43:14.000,0,2
4913,224,51,198,23CT3026-01-00,ABF2MPO1,-L2L7,檢驗板編,1,2024-01-12 16:07:07.547,2024-01-12 20:51:01.000,0,1
4914,224,51,198,23CT3026-01-00,ABF2MPO1,-L2L7,檢驗板編,1,2024-01-12 16:07:07.547,2024-01-12 20:51:02.000,0,2
4915,224,51,199,23CT3026-01-00,ABF2MPO1,-L2L7,片檢驗顆數,110,2024-01-12 16:07:07.547,2024-01-12 21:38:10.000,0,1
4916,224,51,199,23CT3026-01-00,ABF2MPO1,-L2L7,片檢驗顆數,110,2024-01-12 16:07:07.547,2024-01-12 21:38:12.000,0,2
4917,224,51,200,23CT3026-01-00,ABF2MPO1,-L2L7,板面破損,0,2024-01-12 16:07:07.547,2024-01-12 21:38:15.000,0,1
4918,224,51,200,23CT3026-01-00,ABF2MPO1,-L2L7,板面破損,0,2024-01-12 16:07:07.547,2024-01-12 21:38:15.000,0,2
4919,224,51,201,23CT3026-01-00,ABF2MPO1,-L2L7,板面刮傷,0,2024-01-12 16:07:07.547,2024-01-12 21:38:16.000,0,1
4920,224,51,201,23CT3026-01-00,ABF2MPO1,-L2L7,板面刮傷,0,2024-01-12 16:07:07.547,2024-01-12 21:38:16.000,0,2
4921,224,51,202,23CT3026-01-00,ABF2MPO1,-L2L7,手紋印,0,2024-01-12 16:07:07.547,2024-01-12 21:38:20.000,0,1
4922,224,51,202,23CT3026-01-00,ABF2MPO1,-L2L7,手紋印,0,2024-01-12 16:07:07.547,2024-01-12 21:38:21.000,0,2
4923,224,51,203,23CT3026-01-00,ABF2MPO1,-L2L7,板面污染,0,2024-01-12 16:07:07.547,2024-01-12 21:38:25.000,0,1
4924,224,51,203,23CT3026-01-00,ABF2MPO1,-L2L7,板面污染,0,2024-01-12 16:07:07.547,2024-01-12 21:38:26.000,0,2
4925,224,51,204,23CT3026-01-00,ABF2MPO1,-L2L7,其他主缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:27.000,0,1
4926,224,51,204,23CT3026-01-00,ABF2MPO1,-L2L7,其他主缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:26.000,0,2
4927,224,51,205,23CT3026-01-00,ABF2MPO1,-L2L7,其他次缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:33.000,0,1
4928,224,51,205,23CT3026-01-00,ABF2MPO1,-L2L7,其他次缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:33.000,0,2
4929,224,51,206,23CT3026-01-00,ABF2MPO1,-L2L7,缺點總和,0,2024-01-12 16:07:07.547,2024-01-12 21:38:33.000,0,1
4930,224,51,206,23CT3026-01-00,ABF2MPO1,-L2L7,缺點總和,0,2024-01-12 16:07:07.547,2024-01-12 21:38:33.000,0,2
4931,224,51,207,23CT3026-01-00,ABF2MPO1,-L2L7,缺點率,0,2024-01-12 16:07:07.547,2024-01-12 21:38:33.000,0,1
4932,224,51,207,23CT3026-01-00,ABF2MPO1,-L2L7,缺點率,0,2024-01-12 16:07:07.547,2024-01-12 21:38:33.000,0,2
4933,224,51,208,23CT3026-01-00,ABF2MPO1,-L2L7,判定結果,OK,2024-01-12 16:07:07.547,2024-01-12 21:38:43.000,0,1
4934,224,51,208,23CT3026-01-00,ABF2MPO1,-L2L7,判定結果,OK,2024-01-12 16:07:07.547,2024-01-12 21:38:43.000,0,2
4935,225,51,197,23CF3021-02-00,ABF2MPO1,-L6L15,檢驗片數,4,2024-01-12 16:07:07.547,NULL,0,1
4936,225,51,197,23CF3021-02-00,ABF2MPO1,-L6L15,檢驗片數,4,2024-01-12 16:07:07.547,NULL,0,2
4937,225,51,198,23CF3021-02-00,ABF2MPO1,-L6L15,檢驗板編,13.25.42.48,2024-01-12 16:07:07.547,2024-01-12 20:50:50.000,0,1
4938,225,51,198,23CF3021-02-00,ABF2MPO1,-L6L15,檢驗板編,13.25.42.48,2024-01-12 16:07:07.547,2024-01-12 20:51:00.000,0,2
4939,225,51,199,23CF3021-02-00,ABF2MPO1,-L6L15,片檢驗顆數,48,2024-01-12 16:07:07.547,2024-01-12 21:38:05.000,0,1
4940,225,51,199,23CF3021-02-00,ABF2MPO1,-L6L15,片檢驗顆數,48,2024-01-12 16:07:07.547,2024-01-12 21:38:06.000,0,2
4941,225,51,200,23CF3021-02-00,ABF2MPO1,-L6L15,板面破損,0,2024-01-12 16:07:07.547,2024-01-12 21:38:14.000,0,1
4942,225,51,200,23CF3021-02-00,ABF2MPO1,-L6L15,板面破損,0,2024-01-12 16:07:07.547,2024-01-12 21:38:14.000,0,2
4943,225,51,201,23CF3021-02-00,ABF2MPO1,-L6L15,板面刮傷,0,2024-01-12 16:07:07.547,2024-01-12 21:38:16.000,0,1
4944,225,51,201,23CF3021-02-00,ABF2MPO1,-L6L15,板面刮傷,0,2024-01-12 16:07:07.547,2024-01-12 21:38:16.000,0,2
4945,225,51,202,23CF3021-02-00,ABF2MPO1,-L6L15,手紋印,0,2024-01-12 16:07:07.547,2024-01-12 21:38:22.000,0,1
4946,225,51,202,23CF3021-02-00,ABF2MPO1,-L6L15,手紋印,0,2024-01-12 16:07:07.547,2024-01-12 21:38:19.000,0,2
4947,225,51,203,23CF3021-02-00,ABF2MPO1,-L6L15,板面污染,0,2024-01-12 16:07:07.547,2024-01-12 21:38:24.000,0,1
4948,225,51,203,23CF3021-02-00,ABF2MPO1,-L6L15,板面污染,0,2024-01-12 16:07:07.547,2024-01-12 21:38:25.000,0,2
4949,225,51,204,23CF3021-02-00,ABF2MPO1,-L6L15,其他主缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:27.000,0,1
4950,225,51,204,23CF3021-02-00,ABF2MPO1,-L6L15,其他主缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:27.000,0,2
4951,225,51,205,23CF3021-02-00,ABF2MPO1,-L6L15,其他次缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:32.000,0,1
4952,225,51,205,23CF3021-02-00,ABF2MPO1,-L6L15,其他次缺,0,2024-01-12 16:07:07.547,2024-01-12 21:38:32.000,0,2
4953,225,51,206,23CF3021-02-00,ABF2MPO1,-L6L15,缺點總和,0,2024-01-12 16:07:07.547,2024-01-12 21:38:32.000,0,1
4954,225,51,206,23CF3021-02-00,ABF2MPO1,-L6L15,缺點總和,0,2024-01-12 16:07:07.547,2024-01-12 21:38:32.000,0,2
4955,225,51,207,23CF3021-02-00,ABF2MPO1,-L6L15,缺點率,0,2024-01-12 16:07:07.547,2024-01-12 21:38:32.000,0,1
4956,225,51,207,23CF3021-02-00,ABF2MPO1,-L6L15,缺點率,0,2024-01-12 16:07:07.547,2024-01-12 21:38:32.000,0,2
4957,225,51,208,23CF3021-02-00,ABF2MPO1,-L6L15,判定結果,OK,2024-01-12 16:07:07.547,2024-01-12 21:38:41.000,0,1
4958,225,51,208,23CF3021-02-00,ABF2MPO1,-L6L15,判定結果,OK,2024-01-12 16:07:07.547,2024-01-12 21:38:41.000,0,2
4959,226,51,197,23CT3029-01-00,ABF2MPO1,-L2L7,檢驗片數,1,2024-01-12 16:12:09.657,2024-01-12 20:43:09.000,0,1
4960,226,51,197,23CT3029-01-00,ABF2MPO1,-L2L7,檢驗片數,1,2024-01-12 16:12:09.657,2024-01-12 20:43:11.000,0,2
4961,226,51,198,23CT3029-01-00,ABF2MPO1,-L2L7,檢驗板編,1,2024-01-12 16:12:09.657,2024-01-12 20:50:27.000,0,1
4962,226,51,198,23CT3029-01-00,ABF2MPO1,-L2L7,檢驗板編,1,2024-01-12 16:12:09.657,2024-01-12 20:50:27.000,0,2
4963,226,51,199,23CT3029-01-00,ABF2MPO1,-L2L7,片檢驗顆數,110,2024-01-12 16:12:09.657,2024-01-12 21:37:59.000,0,1
4964,226,51,199,23CT3029-01-00,ABF2MPO1,-L2L7,片檢驗顆數,110,2024-01-12 16:12:09.657,2024-01-12 21:38:00.000,0,2
4965,226,51,200,23CT3029-01-00,ABF2MPO1,-L2L7,板面破損,0,2024-01-12 16:12:09.657,2024-01-12 21:38:14.000,0,1
4966,226,51,200,23CT3029-01-00,ABF2MPO1,-L2L7,板面破損,0,2024-01-12 16:12:09.657,2024-01-12 21:38:14.000,0,2
4967,226,51,201,23CT3029-01-00,ABF2MPO1,-L2L7,板面刮傷,0,2024-01-12 16:12:09.657,2024-01-12 21:38:17.000,0,1
4968,226,51,201,23CT3029-01-00,ABF2MPO1,-L2L7,板面刮傷,0,2024-01-12 16:12:09.657,2024-01-12 21:38:17.000,0,2
4969,226,51,202,23CT3029-01-00,ABF2MPO1,-L2L7,手紋印,0,2024-01-12 16:12:09.657,2024-01-12 21:38:19.000,0,1
4970,226,51,202,23CT3029-01-00,ABF2MPO1,-L2L7,手紋印,0,2024-01-12 16:12:09.657,2024-01-12 21:38:19.000,0,2
4971,226,51,203,23CT3029-01-00,ABF2MPO1,-L2L7,板面污染,0,2024-01-12 16:12:09.657,2024-01-12 21:38:24.000,0,1
4972,226,51,203,23CT3029-01-00,ABF2MPO1,-L2L7,板面污染,0,2024-01-12 16:12:09.657,2024-01-12 21:38:24.000,0,2
4973,226,51,204,23CT3029-01-00,ABF2MPO1,-L2L7,其他主缺,0,2024-01-12 16:12:09.657,2024-01-12 21:38:28.000,0,1
4974,226,51,204,23CT3029-01-00,ABF2MPO1,-L2L7,其他主缺,0,2024-01-12 16:12:09.657,2024-01-12 21:38:27.000,0,2
4975,226,51,205,23CT3029-01-00,ABF2MPO1,-L2L7,其他次缺,0,2024-01-12 16:12:09.657,2024-01-12 21:38:31.000,0,1
4976,226,51,205,23CT3029-01-00,ABF2MPO1,-L2L7,其他次缺,0,2024-01-12 16:12:09.657,2024-01-12 21:38:31.000,0,2
4977,226,51,206,23CT3029-01-00,ABF2MPO1,-L2L7,缺點總和,0,2024-01-12 16:12:09.657,2024-01-12 21:38:31.000,0,1
4978,226,51,206,23CT3029-01-00,ABF2MPO1,-L2L7,缺點總和,0,2024-01-12 16:12:09.657,2024-01-12 21:38:31.000,0,2
4979,226,51,207,23CT3029-01-00,ABF2MPO1,-L2L7,缺點率,0,2024-01-12 16:12:09.657,2024-01-12 21:38:31.000,0,1
4980,226,51,207,23CT3029-01-00,ABF2MPO1,-L2L7,缺點率,0,2024-01-12 16:12:09.657,2024-01-12 21:38:31.000,0,2
4981,226,51,208,23CT3029-01-00,ABF2MPO1,-L2L7,判定結果,OK,2024-01-12 16:12:09.657,2024-01-12 21:38:40.000,0,1
4982,226,51,208,23CT3029-01-00,ABF2MPO1,-L2L7,判定結果,OK,2024-01-12 16:12:09.657,2024-01-12 21:38:40.000,0,2
5031,229,51,197,23CP3028-01-00,ABF2MPO1,-L2L9,檢驗片數,2,2024-01-12 16:17:12.503,2024-01-12 20:43:04.000,0,1
5032,229,51,197,23CP3028-01-00,ABF2MPO1,-L2L9,檢驗片數,2,2024-01-12 16:17:12.503,2024-01-12 20:43:07.000,0,2
5033,229,51,198,23CP3028-01-00,ABF2MPO1,-L2L9,檢驗板編,13.23,2024-01-12 16:17:12.503,2024-01-12 20:50:16.000,0,1
5034,229,51,198,23CP3028-01-00,ABF2MPO1,-L2L9,檢驗板編,13.23,2024-01-12 16:17:12.503,2024-01-12 20:50:20.000,0,2
5035,229,51,199,23CP3028-01-00,ABF2MPO1,-L2L9,片檢驗顆數,110,2024-01-12 16:17:12.503,2024-01-12 21:37:54.000,0,1
5036,229,51,199,23CP3028-01-00,ABF2MPO1,-L2L9,片檢驗顆數,110,2024-01-12 16:17:12.503,2024-01-12 21:37:56.000,0,2
5037,229,51,200,23CP3028-01-00,ABF2MPO1,-L2L9,板面破損,0,2024-01-12 16:17:12.503,2024-01-12 21:38:13.000,0,1
5038,229,51,200,23CP3028-01-00,ABF2MPO1,-L2L9,板面破損,0,2024-01-12 16:17:12.503,2024-01-12 21:38:14.000,0,2
5039,229,51,201,23CP3028-01-00,ABF2MPO1,-L2L9,板面刮傷,0,2024-01-12 16:17:12.503,2024-01-12 21:38:18.000,0,1
5040,229,51,201,23CP3028-01-00,ABF2MPO1,-L2L9,板面刮傷,0,2024-01-12 16:17:12.503,2024-01-12 21:38:17.000,0,2
5041,229,51,202,23CP3028-01-00,ABF2MPO1,-L2L9,手紋印,0,2024-01-12 16:17:12.503,2024-01-12 21:38:23.000,0,1
5042,229,51,202,23CP3028-01-00,ABF2MPO1,-L2L9,手紋印,0,2024-01-12 16:17:12.503,2024-01-12 21:38:19.000,0,2
5043,229,51,203,23CP3028-01-00,ABF2MPO1,-L2L9,板面污染,0,2024-01-12 16:17:12.503,2024-01-12 21:38:23.000,0,1
5044,229,51,203,23CP3028-01-00,ABF2MPO1,-L2L9,板面污染,0,2024-01-12 16:17:12.503,2024-01-12 21:38:24.000,0,2
5045,229,51,204,23CP3028-01-00,ABF2MPO1,-L2L9,其他主缺,0,2024-01-12 16:17:12.503,2024-01-12 21:38:29.000,0,1
5046,229,51,204,23CP3028-01-00,ABF2MPO1,-L2L9,其他主缺,0,2024-01-12 16:17:12.503,2024-01-12 21:38:28.000,0,2
5047,229,51,205,23CP3028-01-00,ABF2MPO1,-L2L9,其他次缺,0,2024-01-12 16:17:12.503,2024-01-12 21:38:30.000,0,1
5048,229,51,205,23CP3028-01-00,ABF2MPO1,-L2L9,其他次缺,0,2024-01-12 16:17:12.503,2024-01-12 21:38:30.000,0,2
5049,229,51,206,23CP3028-01-00,ABF2MPO1,-L2L9,缺點總和,0,2024-01-12 16:17:12.503,2024-01-12 21:38:30.000,0,1
5050,229,51,206,23CP3028-01-00,ABF2MPO1,-L2L9,缺點總和,0,2024-01-12 16:17:12.503,2024-01-12 21:38:30.000,0,2
5051,229,51,207,23CP3028-01-00,ABF2MPO1,-L2L9,缺點率,0,2024-01-12 16:17:12.503,2024-01-12 21:38:30.000,0,1
5052,229,51,207,23CP3028-01-00,ABF2MPO1,-L2L9,缺點率,0,2024-01-12 16:17:12.503,2024-01-12 21:38:30.000,0,2
5053,229,51,208,23CP3028-01-00,ABF2MPO1,-L2L9,判定結果,OK,2024-01-12 16:17:12.503,2024-01-12 21:38:39.000,0,1
5054,229,51,208,23CP3028-01-00,ABF2MPO1,-L2L9,判定結果,OK,2024-01-12 16:17:12.503,2024-01-12 21:38:39.000,0,2
5055,230,51,197,23CP3016-07-00,ABF2MPO1,-L2L9,檢驗片數,4,2024-01-12 16:17:12.503,NULL,0,1
5056,230,51,197,23CP3016-07-00,ABF2MPO1,-L2L9,檢驗片數,4,2024-01-12 16:17:12.503,NULL,0,2
5057,230,51,198,23CP3016-07-00,ABF2MPO1,-L2L9,檢驗板編,12.24.41.46,2024-01-12 16:17:12.503,2024-01-12 20:50:03.000,0,1
5058,230,51,198,23CP3016-07-00,ABF2MPO1,-L2L9,檢驗板編,12.24.41.46,2024-01-12 16:17:12.503,2024-01-12 20:50:06.000,0,2
5059,230,51,199,23CP3016-07-00,ABF2MPO1,-L2L9,片檢驗顆數,64,2024-01-12 16:17:12.503,2024-01-12 21:05:12.000,0,1
5060,230,51,199,23CP3016-07-00,ABF2MPO1,-L2L9,片檢驗顆數,64,2024-01-12 16:17:12.503,2024-01-12 21:05:14.000,0,2
5061,230,51,200,23CP3016-07-00,ABF2MPO1,-L2L9,板面破損,0,2024-01-12 16:17:12.503,2024-01-12 21:08:42.000,0,1
5062,230,51,200,23CP3016-07-00,ABF2MPO1,-L2L9,板面破損,0,2024-01-12 16:17:12.503,2024-01-12 21:08:42.000,0,2
5063,230,51,201,23CP3016-07-00,ABF2MPO1,-L2L9,板面刮傷,0,2024-01-12 16:17:12.503,2024-01-12 21:08:43.000,0,1
5064,230,51,201,23CP3016-07-00,ABF2MPO1,-L2L9,板面刮傷,0,2024-01-12 16:17:12.503,2024-01-12 21:08:42.000,0,2
5065,230,51,202,23CP3016-07-00,ABF2MPO1,-L2L9,手紋印,0,2024-01-12 16:17:12.503,2024-01-12 21:08:43.000,0,1
5066,230,51,202,23CP3016-07-00,ABF2MPO1,-L2L9,手紋印,0,2024-01-12 16:17:12.503,2024-01-12 21:08:43.000,0,2
5067,230,51,203,23CP3016-07-00,ABF2MPO1,-L2L9,板面污染,0,2024-01-12 16:17:12.503,2024-01-12 21:08:44.000,0,1
5068,230,51,203,23CP3016-07-00,ABF2MPO1,-L2L9,板面污染,0,2024-01-12 16:17:12.503,2024-01-12 21:08:44.000,0,2
5069,230,51,204,23CP3016-07-00,ABF2MPO1,-L2L9,其他主缺,0,2024-01-12 16:17:12.503,2024-01-12 21:08:45.000,0,1
5070,230,51,204,23CP3016-07-00,ABF2MPO1,-L2L9,其他主缺,0,2024-01-12 16:17:12.503,2024-01-12 21:08:45.000,0,2
5071,230,51,205,23CP3016-07-00,ABF2MPO1,-L2L9,其他次缺,0,2024-01-12 16:17:12.503,2024-01-12 21:08:47.000,0,1
5072,230,51,205,23CP3016-07-00,ABF2MPO1,-L2L9,其他次缺,0,2024-01-12 16:17:12.503,2024-01-12 21:08:46.000,0,2
5073,230,51,206,23CP3016-07-00,ABF2MPO1,-L2L9,缺點總和,0,2024-01-12 16:17:12.503,2024-01-12 21:08:47.000,0,1
5074,230,51,206,23CP3016-07-00,ABF2MPO1,-L2L9,缺點總和,0,2024-01-12 16:17:12.503,2024-01-12 21:08:46.000,0,2
5075,230,51,207,23CP3016-07-00,ABF2MPO1,-L2L9,缺點率,0,2024-01-12 16:17:12.503,2024-01-12 21:08:47.000,0,1
5076,230,51,207,23CP3016-07-00,ABF2MPO1,-L2L9,缺點率,0,2024-01-12 16:17:12.503,2024-01-12 21:08:46.000,0,2
5077,230,51,208,23CP3016-07-00,ABF2MPO1,-L2L9,判定結果,OK,2024-01-12 16:17:12.503,2024-01-12 21:08:51.000,0,1
5078,230,51,208,23CP3016-07-00,ABF2MPO1,-L2L9,判定結果,OK,2024-01-12 16:17:12.503,2024-01-12 21:08:55.000,0,2
5277,240,51,197,23CT3027-01-00,ABF2MPO1,-L4L9,檢驗片數,3,2024-01-12 16:27:16.190,2024-01-12 20:43:00.000,0,1
5278,240,51,197,23CT3027-01-00,ABF2MPO1,-L4L9,檢驗片數,3,2024-01-12 16:27:16.190,2024-01-12 20:43:00.000,0,2
5279,240,51,198,23CT3027-01-00,ABF2MPO1,-L4L9,檢驗板編,3,2024-01-12 16:27:16.190,2024-01-12 20:49:35.000,0,1
5280,240,51,198,23CT3027-01-00,ABF2MPO1,-L4L9,檢驗板編,3,2024-01-12 16:27:16.190,2024-01-12 20:49:36.000,0,2
5281,240,51,199,23CT3027-01-00,ABF2MPO1,-L4L9,片檢驗顆數,360,2024-01-12 16:27:16.190,2024-01-12 21:29:16.000,0,1
5282,240,51,199,23CT3027-01-00,ABF2MPO1,-L4L9,片檢驗顆數,360,2024-01-12 16:27:16.190,2024-01-12 21:34:56.000,0,2
5283,240,51,200,23CT3027-01-00,ABF2MPO1,-L4L9,板面破損,0,2024-01-12 16:27:16.190,2024-01-12 21:34:57.000,0,1
5284,240,51,200,23CT3027-01-00,ABF2MPO1,-L4L9,板面破損,0,2024-01-12 16:27:16.190,2024-01-12 21:34:58.000,0,2
5285,240,51,201,23CT3027-01-00,ABF2MPO1,-L4L9,板面刮傷,0,2024-01-12 16:27:16.190,2024-01-12 21:37:17.000,0,1
5286,240,51,201,23CT3027-01-00,ABF2MPO1,-L4L9,板面刮傷,0,2024-01-12 16:27:16.190,2024-01-12 21:37:18.000,0,2
5287,240,51,202,23CT3027-01-00,ABF2MPO1,-L4L9,手紋印,0,2024-01-12 16:27:16.190,2024-01-12 21:37:18.000,0,1
5288,240,51,202,23CT3027-01-00,ABF2MPO1,-L4L9,手紋印,0,2024-01-12 16:27:16.190,2024-01-12 21:37:18.000,0,2
5289,240,51,203,23CT3027-01-00,ABF2MPO1,-L4L9,板面污染,0,2024-01-12 16:27:16.190,2024-01-12 21:37:21.000,0,1
5290,240,51,203,23CT3027-01-00,ABF2MPO1,-L4L9,板面污染,0,2024-01-12 16:27:16.190,2024-01-12 21:37:22.000,0,2
5291,240,51,204,23CT3027-01-00,ABF2MPO1,-L4L9,其他主缺,0,2024-01-12 16:27:16.190,2024-01-12 21:37:22.000,0,1
