Pkey,AreaID,PID,Area,ProcName,Password,ParameterName,EnglishName,isQuery,QID,isRequire,DefaultValues,hasFace,OnlyDisplay,Enable,CreateTime,UpdateTime
1701,105,23,EPG生產報表,NULL,,金槽浸泡結果(ball)(min),Au dipping result(ball)(min),1,394,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1702,105,24,EPG生產報表,NULL,,鈀槽浸泡結果(ball)(avg),Pd dipping result(ball)(avg),1,395,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1703,105,25,EPG生產報表,NULL,,鈀槽浸泡結果(ball)(max),Pd dipping result(ball)(max),1,396,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1704,105,26,EPG生產報表,NULL,,鈀槽浸泡結果(ball)(min),Pd dipping result(ball)(min),1,397,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1705,105,27,EPG生產報表,NULL,,鎳槽浸泡結果(ball)(avg),Ni dipping result(ball)(avg),1,398,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1706,105,28,EPG生產報表,NULL,,鎳槽浸泡結果(ball)(max),Ni dipping result(ball)(max),1,399,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1707,105,29,EPG生產報表,NULL,,鎳槽浸泡結果(ball)(min),Ni dipping result(ball)(min),1,400,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1708,105,30,EPG生產報表,NULL,,Au Precipitate Rate,,1,401,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1709,105,31,EPG生產報表,NULL,,Pd Precipitate Rate,,1,402,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1710,105,32,EPG生產報表,NULL,,Ni Precipitate Rate,,1,403,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1711,56,7,ABFABF,NULL,,正面前留邊(左),Front (Left),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1712,56,8,ABFABF,NULL,,正面前留邊(右),Front (Right),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1713,56,9,ABFABF,NULL,,Front R Value,,1,411,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1714,56,10,ABFABF,NULL,,背面前留邊(左),Back (Left),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1715,56,11,ABFABF,NULL,,背面前留邊(右),Back-(Right),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1716,56,6,ABFABF,NULL,,Back R Value,,1,410,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1717,83,2,AOIVRR,NULL,,排版,Pcs,1,499,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1722,62,4,PTH#2 生產報表,NULL,,溫度,TEMP,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1723,62,5,PTH#2 生產報表,NULL,,PTH#2 CheckIn,,1,412,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1737,62,6,PTH#2 生產報表,NULL,,PTH#2 CheckOut,,1,413,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1742,102,4,PTH#1 生產報表,NULL,,溫度,TEMP,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1743,102,5,PTH#1 生產報表,NULL,,PTH#1 CheckIn,,1,412,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1744,102,6,PTH#1 生產報表,NULL,,PTH#1 CheckOut,,1,413,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1745,83,3,AOIVRR,NULL,,檢驗類型,Inspection type,0,0,1,Sorting,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1746,83,4,AOIVRR,NULL,,檢驗片數,Inspection quantity,0,0,1,1,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1747,83,1,AOIVRR,NULL,,編號,Pnl No,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1748,83,5,AOIVRR,NULL,,掃描缺點數,Number of Defect,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1749,77,8,PTHFCU-龍門#6,NULL,,增層層別,Layer,1,414,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1785,74,6,PTHFCU-UVCP#1#2,NULL,,增層層別,Layer,1,415,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1786,75,6,PTHFCU-UVCP#3,NULL,,增層層別,Layer,1,416,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1787,76,6,PTHFCU-UVCP#4#5#6#7,NULL,,增層層別,Layer,1,417,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1790,83,6,AOIVRR,NULL,,修補顆數,Repair pcs,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1791,83,7,AOIVRR,NULL,,AOS 機台別,AOS machine,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1792,83,8,AOIVRR,NULL,,RMIV 機台別,RMIV machine,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1793,83,9,AOIVRR,NULL,,產品類別,Product type,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1796,106,1,PTHECU-MAPPING,NULL,,狀態 FCBGA/VOPTH/PBGA,Status FCBGA/VOPTH/PBGA,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1797,106,2,PTHECU-MAPPING,NULL,,檢驗板編,Panel No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1798,106,3,PTHECU-MAPPING,NULL,,檢驗片數,All inspect unit,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1799,106,4,PTHECU-MAPPING,NULL,,進料檢驗-板面凹陷,Incoming Inspection-Dent on panel,1,606,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1800,106,5,PTHECU-MAPPING,NULL,,進料檢驗-板面刮傷,Incoming Inspection-Scratch on panel,1,607,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1801,106,6,PTHPCU-MAPPING,NULL,,進料檢驗-板面異物,Incoming Inspection-Foreign material on panel,1,608,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1802,106,7,PTHPCU-MAPPING,NULL,,出料檢驗-鍍銅凹陷,Output Inspection-Concave,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1803,106,8,PTHPCU-MAPPING,NULL,,出料檢驗-板面刮傷,Output Inspection-Scratch on panel,1,609,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1804,106,9,PTHPCU-MAPPING,NULL,,出料檢驗-板面異物,Output Inspection-Foreign material on panel,1,610,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1805,106,10,PTHPCU-MAPPING,NULL,,出料檢驗-銅面粗糙,Output Inspection-Nodule on Cu surface,1,611,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1806,106,11,PTHPCU-MAPPING,NULL,,出料檢驗-板面燒焦,Output Inspection-Panel scorch,1,612,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1807,106,12,PTHPCU-MAPPING,NULL,,出料檢驗-銅顆粒,Output Inspection-Cu Grain,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1808,106,17,PTHPCU-MAPPING,NULL,,缺點總和,ALL NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1809,106,19,PTHPCU-MAPPING,NULL,,不良率,DPP(<3),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1810,106,20,PTHPCU-MAPPING,NULL,,判定結果,OkorNG,1,644,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1811,106,22,PTHPCU-MAPPING,NULL,,確認者,Recheck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1812,107,1,MDLDBR-MAPPING,NULL,,狀態 進料/首件/量產,Status 進料/首件/量產,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1813,107,2,MDLDBR-MAPPING,NULL,,檢驗板編,Panel No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1814,107,3,MDLDBR-MAPPING,NULL,,檢驗顆數,All Inspect Unit,1,495,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1815,107,4,MDLDBR-MAPPING,NULL,,通孔邊殘,Burr in through hole,1,590,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1816,107,5,MDLDBR-MAPPING,NULL,,通孔未鑽透,Incomplete through hole,1,591,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1817,107,6,MDLDBR-MAPPING,NULL,,板面破損,Damage on Panel,1,592,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1818,107,7,MDLDBR-MAPPING,NULL,,刮傷露底材,Handling Scratch,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1819,107,8,MDLDBR-MAPPING,NULL,,板面刮傷,Scratch on panel,1,593,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1820,107,9,MDLDBR-MAPPING,NULL,,孔內異物,Hole FM,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1821,107,10,MDLDBR-MAPPING,NULL,,殘膠,Tape,1,594,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1822,107,23,MDLDBR-MAPPING,NULL,,缺點總和,ALL NG,1,452,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1823,107,24,MDLDBR-MAPPING,NULL,,缺點率,NG %,1,453,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1824,107,25,MDLDBR-MAPPING,NULL,,判定結果,OKorNG,1,643,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1825,107,26,MDLDBR-MAPPING,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1826,107,11,MDLDBR-MAPPING,NULL,,孔小,Smaller Hole,1,595,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1827,107,12,MDLDBR-MAPPING,NULL,,孔大,Bigger Hole,1,596,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1828,107,13,MDLDBR-MAPPING,NULL,,缺孔,Missing Hole,1,597,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1829,107,21,MDLDBR-MAPPING,NULL,,其他次缺,Others (Minor),1,604,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1830,107,22,MDLDBR-MAPPING,NULL,,其他主缺,Others (Major),1,605,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1831,107,14,MDLDBR-MAPPING,NULL,,機鑽斷針,Drilling bit broken,1,598,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1832,107,15,MDLDBR-MAPPING,NULL,,刮傷漏底材,Core material exposed,1,599,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1833,107,16,MDLDBR-MAPPING,NULL,,散孔,Loose hole,1,600,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1834,107,17,MDLDBR-MAPPING,NULL,,孔位精度OOS,Diameter Accuracy OOS,1,601,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1835,107,18,MDLDBR-MAPPING,NULL,,孔徑平均值 OOS,Diameter Average OOS,1,602,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1836,108,1,WPRWPR-MAPPING,NULL,,狀態 進料/首件/量產,Status Incoming/First item/Production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1837,108,2,WPRWPR-MAPPING,NULL,,檢驗板編,Panel No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1838,108,4,WPRWPR-MAPPING,NULL,,MODE A 露底材(非Handling),,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1839,108,5,WPRWPR-MAPPING,NULL,,MODE B 露底材(Handling),,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1840,108,6,WPRWPR-MAPPING,NULL,,MODE C 板面擦傷,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1841,108,7,WPRWPR-MAPPING,NULL,,板邊毛頭,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1842,108,8,WPRWPR-MAPPING,NULL,,MODE A、B缺點總和,ALL NG DPP>3,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1843,108,9,WPRWPR-MAPPING,NULL,,MODE C 缺點,NG DPP>10,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1844,108,10,WPRWPR-MAPPING,NULL,,藥液殘留,Chemical solution residue,1,532,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1845,108,11,WPRWPR-MAPPING,NULL,,板面刮傷,Scratch on panel,1,533,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1846,108,12,WPRWPR-MAPPING,NULL,,銅厚不足,Cu Thickness Less,1,534,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1847,108,13,WPRWPR-MAPPING,NULL,,銅厚過厚,Cu Thickness Over,1,535,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1848,108,14,WPRWPR-MAPPING,NULL,,其他次缺,Others (Minor),1,536,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1849,108,15,WPRWPR-MAPPING,NULL,,其他主缺,Others (Major),1,537,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1850,108,16,WPRWPR-MAPPING,NULL,,判定結果,OKorNG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1851,108,18,WPRWPR-MAPPING,NULL,,確認者,Recheck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1852,106,13,PTHPCU-MAPPING,NULL,,銅厚不足,Cu Thickness Less,1,613,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1853,106,14,PTHPCU-MAPPING,NULL,,銅厚過厚,Cu Thickness Over,1,614,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1854,106,15,PTHPCU-MAPPING,NULL,,其他次缺,Others (Minor),1,615,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1855,106,16,PTHPCU-MAPPING,NULL,,其他主缺,Others (Major),1,616,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1857,109,4,PTHECU-MAPPING,NULL,,檢驗顆數,All inspect unit,1,510,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1858,109,1,PTHECU-MAPPING,NULL,,狀態 PBGA PBGA/VOPTH/FCBGA,Status PBGA/VOPTH/FCBGA,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1859,109,2,PTHECU-MAPPING,NULL,,檢驗板號,Pnl No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1860,109,3,PTHECU-MAPPING,NULL,,檢驗片數,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1861,109,5,PTHECU-MAPPING,NULL,,入料檢驗-板面刮傷,Input Inspection-Scratch on panel(PCS),1,617,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1862,109,6,PTHECU-MAPPING,NULL,,入料檢驗-板面異物,Input Inspection-Foreign material on panel(PCS),1,618,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1863,109,7,PTHECU-MAPPING,NULL,,入料檢驗-殘膠,Input Inspection-Tape(PCS),1,619,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1864,109,8,PTHECU-MAPPING,NULL,,入料檢驗-板彎板翹,Input Inspection-Warpage,1,620,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1865,109,9,PTHECU-MAPPING,NULL,,入料檢驗-板面破損,Input Inspection-Damage on Panel,1,621,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1866,109,10,PTHECU-MAPPING,NULL,,入料檢驗-氧化異色,Input Inspection-Oxidation discoloration,1,622,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1867,109,11,PTHECU-MAPPING,NULL,,入料檢驗-其他缺點,Input Inspection-Other defects,1,623,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1868,109,12,PTHECU-MAPPING,NULL,,出料檢驗-板面刮傷,Output Inspection-Scratch on panel(PCS),1,624,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1869,109,13,PTHECU-MAPPING,NULL,,出料檢驗-板面異物,Output Inspection-Foreign material on panel(PCS),1,625,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1870,109,14,PTHECU-MAPPING,NULL,,出料檢驗-殘膠,Output Inspection-Tape(PCS),1,626,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1871,109,15,PTHECU-MAPPING,NULL,,出料檢驗-板彎板翹,Output Inspection-Warpage,1,627,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1872,109,16,PTHECU-MAPPING,NULL,,出料檢驗-其他缺點,Output Inspection-Other defects,1,628,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1873,109,17,PTHECU-MAPPING,NULL,,缺點總和,ALL NG,1,511,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1874,109,18,PTHECU-MAPPING,NULL,,不良,NG DPP,1,512,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1875,110,2,PLGPTR-MAPPING,NULL,,檢驗板邊,Panel No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1876,110,1,PLGPTR-MAPPING,NULL,,狀態 進料/首件/量產,Status Incoming/First item/Production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1877,110,3,PLGPTR-MAPPING,NULL,,檢驗顆數,All inspect unit,1,500,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1878,110,4,PLGPTR-MAPPING,NULL,,板面刮傷,Scratch on panel,1,538,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1879,110,5,PLGPTR-MAPPING,NULL,,銅刺殘留,Cu stab residue,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1880,110,6,PLGPTR-MAPPING,NULL,,板面破損,Damage on Panel,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1881,110,7,PLGPTR-MAPPING,NULL,,氧化異色(不可有),Oxidation discoloration,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1882,110,10,PLGPTR-MAPPING,NULL,,缺點總和,ALL NG,1,508,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1883,110,11,PLGPTR-MAPPING,NULL,,缺點率,NG %,1,509,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1884,110,12,PLGPTR-MAPPING,NULL,,判定結果,OKorNG,1,641,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1885,110,14,PLGPTR-MAPPING,NULL,,確認者,Recheck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1887,111,1,PLGVCP-MAPPING,NULL,,檢驗板編,Panel No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1888,111,2,PLGVCP-MAPPING,NULL,,檢驗顆數,All inspect unit,1,497,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1889,111,3,PLGVCP-MAPPING,NULL,,貼貼膠首件-膠帶偏移,Tape offset,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1890,111,4,PLGVCP-MAPPING,NULL,,貼膠首件-對位孔未貼,No tape in the Alignment hole,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1891,111,5,PLGVCP-MAPPING,NULL,,貼膠首件-膠帶最小寬幅,Tape width(13±2 mm),0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1892,111,6,PLGVCP-MAPPING,NULL,,貼膠進料-板面刮傷,Board Scratch,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1893,111,7,PLGVCP-MAPPING,NULL,,貼膠進料-板面破裂破損,Board fracture and damage,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1894,111,8,PLGVCP-MAPPING,NULL,,貼膠進料-板面銅渣,Board copper slag,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1895,111,9,PLGVCP-MAPPING,NULL,,貼膠出料-膠帶偏移,Tape offset,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1896,111,10,PLGVCP-MAPPING,NULL,,貼膠出料-對位孔未貼,No tape in the Alignment hole,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1897,111,11,PLGVCP-MAPPING,NULL,,貼膠出料-膠帶最小寬幅,Tape width(13±2 mm),0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1898,111,12,PLGVCP-MAPPING,NULL,,真空塞孔首件-塞孔漏塞,Plugging hold no plug,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1899,111,13,PLGVCP-MAPPING,NULL,,真空塞孔首件-塞孔凹陷,Plugging hold dimple Alignment hole,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1900,111,14,PLGVCP-MAPPING,NULL,,真空塞孔首件-孔內殘墨,Inside hold have ink,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1901,111,15,PLGVCP-MAPPING,NULL,,真空塞孔進料-板面刮傷,Board Scratch,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1902,111,16,PLGVCP-MAPPING,NULL,,真空塞孔進料-板面破裂破損,Board fracture and damage,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1903,111,17,PLGVCP-MAPPING,NULL,,真空塞孔進料-板面銅渣,Board copper slag,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1904,111,19,PLGVCP-MAPPING,NULL,,真空塞孔出料-塞孔凹陷,Plugging hold dimple Alignment hole,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1905,111,18,PLGVCP-MAPPING,NULL,,真空塞孔出料-塞孔漏塞,Plugging hold no plug,0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1906,111,20,PLGVCP-MAPPING,NULL,,真空塞孔出料-孔內殘墨,Inside hold have ink,0,458,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1907,111,21,PLGVCP-MAPPING,NULL,,不良總數,Defective Size(unit),0,459,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1908,111,22,PLGVCP-MAPPING,NULL,,檢驗結果 允收 or 拒收,Inspection OK or NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1909,111,23,PLGVCP-MAPPING,NULL,,檢驗者,Inspected by,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1911,112,2,PLSRBF-MAPPING,NULL,,檢驗板編,Panel No.,0,553,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1912,112,3,PLSRBF-MAPPING,NULL,,檢驗顆數,All inspect unit,1,505,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1913,112,4,PLSRBF-MAPPING,NULL,,髒點 (≦2%),Stain (≦2%),1,514,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1914,112,5,PLSRBF-MAPPING,NULL,,樹脂凹陷 (≦1%),Epoxy Dent (≦1%),1,515,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1915,112,6,PLSRBF-MAPPING,NULL,,深溝刷痕,Deep brush,1,516,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1916,112,7,PLSRBF-MAPPING,NULL,,黑洞 (DPP ≦ 2),Black hole (DPP ≦ 2),1,586,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1917,112,8,PLSRBF-MAPPING,NULL,,樹脂殘留 (≦2%),Epoxy residual (≦2%),1,587,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1918,112,9,PLSRBF-MAPPING,NULL,,氧化異色 (≦2%),Oxidation discoloration (≦2%),1,588,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1919,112,10,PLSRBF-MAPPING,NULL,,孔內銅渣 (≦1%),Nodule in hole (≦1%),0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1920,112,11,PLSRBF-MAPPING,NULL,,光桌檢驗通孔氣泡 (≦2%),Back light table check bubble in hole (≦2%),0,0,1,0,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
1921,112,12,PLSRBF-MAPPING,NULL,,缺點總和,ALL NG,1,445,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
